# Entity to Wikidata ID Mapping
# Format: original_entity_name	wikidata_id	label	description	similarity_score

its iconic yellow border	NO_MATCH	N/A	N/A	0.000
its unique script	NO_MATCH	N/A	N/A	0.000
its wine production	NO_MATCH	N/A	N/A	0.000
journalists	Q18407833	Journalists	2013 thriller novel by Russian writer Sergei Aman	1.000
jumping over adjacent pegs	NO_MATCH	N/A	N/A	0.000
just over 800 square kilometers	NO_MATCH	N/A	N/A	0.000
key role in French colonization of Canada	NO_MATCH	N/A	N/A	0.000
khachapuri	Q279575	khachapuri	traditional Georgian dish of cheese-filled bread	1.000
killed on the spot	NO_MATCH	N/A	N/A	0.000
kings	Q103844531	Kings	family name	1.000
kiwis	Q80859167	Kiwis	pub in Cardiff, Wales	1.000
knot	Q128822	knot	unit of speed	1.000
knowledge that is difficult to articulate or codify but is essential to human understanding and action	NO_MATCH	N/A	N/A	0.000
known for, efforts to modernize and improve infrastructure	NO_MATCH	N/A	N/A	0.000
known for, patronage of the arts and sciences	NO_MATCH	N/A	N/A	0.000
la cultura culinaria española	NO_MATCH	N/A	N/A	0.000
la geografía del país	NO_MATCH	N/A	N/A	0.000
la historia del país	NO_MATCH	N/A	N/A	0.000
la paella	Q24023557	Platja de la Paella	beach in Torredembarra	1.000
lack of support for modern web standards	NO_MATCH	N/A	N/A	0.000
lakes	Q23397	lake	body of relatively still water, localized in a basin	1.000
land	Q11081619	land	solid surface of Earth that is not permanently covered by water	1.000
land vertically	NO_MATCH	N/A	N/A	0.000
language and culture of the region	NO_MATCH	N/A	N/A	0.000
language translation software	NO_MATCH	N/A	N/A	0.000
large amounts of data over digital channels	NO_MATCH	N/A	N/A	0.000
largely dependent on fishing and foreign aid	NO_MATCH	N/A	N/A	0.000
largest	Q240453	list of largest known stars	Wikimedia list article	0.845
largest living lemurs	NO_MATCH	N/A	N/A	0.000
las tapas	NO_MATCH	N/A	N/A	0.000
las verduras frescas	NO_MATCH	N/A	N/A	0.000
lasagna	Q37574672	Lasagna	family name	1.000
last known mammoth populations	NO_MATCH	N/A	N/A	0.000
late 17th century	Q116280647	Late 17th-century style Ogee frame	frame at the Metropolitan Museum of Art (MET, 1975.1.2371)	0.675
late Middle Ages	Q212976	Late Middle Ages	period of European history generally comprising the 14th and 15th centuries	1.000
late spring to early summer	NO_MATCH	N/A	N/A	0.000
laws	Q16871935	Laws	family name	1.000
laws enacted by Visigothic kings	NO_MATCH	N/A	N/A	0.000
lead vocalist and guitarist Billie Joe Armstrong	NO_MATCH	N/A	N/A	0.000
league playoff champion	NO_MATCH	N/A	N/A	0.000
leaves	Q33971	leaf	main organ of photosynthesis and transpiration in higher plants, usually consisting of a flat green blade attached to the stem directly or by a stalk	1.000
legal and ethical standards	Q58667909	Legal and ethical standards in geriatric medicine	scholarly article by M B Kapp published March 1985 in Journal of the American Geriatrics Society	0.779
legal code for Visigothic Kingdom	NO_MATCH	N/A	N/A	0.000
legal, social, or ethical principles of freedom or entitlement	NO_MATCH	N/A	N/A	0.000
lice	Q1012828	Lice	district and municipality of Diyarbakır, Turkey	1.000
life	Q463198	Life	American magazine published 1883-2000	1.000
life on Earth	Q6545271	Life on Earth	album by Tiny Vipers	1.000
lifestyle changes	Q64791903	Lifestyle Changes and Glycemic Control in T1D	clinical trial	0.626
lifting heavy loads	Q58982446	Lifting heavy loads not just by the Egyptians	scientific article published on May 5, 1988	0.661
likely legendary	NO_MATCH	N/A	N/A	0.000
limited mobility	Q70601313	Limited mobility of membrane receptors of adhered or proteose peptone-stimulated macrophages	scientific article published on 01 October 1982	0.363
limited rail network	NO_MATCH	N/A	N/A	0.000
linguistic anthropology	Q772835	linguistic anthropology	interdisciplinary study of how language influences social life	1.000
linked lists	NO_MATCH	N/A	N/A	0.000
literary enthusiasts	Q60512978	Literary enthusiasts as visitors and volunteers		0.597
literature	Q8242	literature	polysemous term referring to a written art form, and the set of all literary works	1.000
literature and art	Q115161028	literature and art		1.000
little evidence	Q102264775	Little Evidence	Czech company	1.000
little is known	Q56660028	Little Is Known about It		0.769
little reliable information about his life and reign	NO_MATCH	N/A	N/A	0.000
liturgical practices and teachings of Ambrose	NO_MATCH	N/A	N/A	0.000
lives on in the term "draconian"	NO_MATCH	N/A	N/A	0.000
living cells or organisms	NO_MATCH	N/A	N/A	0.000
lobio	Q1858518	lobio	traditional Georgian stew	1.000
local area network (LAN) connectivity	NO_MATCH	N/A	N/A	0.000
locating and retrieving information	NO_MATCH	N/A	N/A	0.000
logarithms	Q22615167	history of logarithms	aspect of history	1.000
long blooming period	NO_MATCH	N/A	N/A	0.000
long history	Q65245073	Long History of Electricity		0.615
long history of struggle for autonomy and recognition	NO_MATCH	N/A	N/A	0.000
long, shaggy hair	NO_MATCH	N/A	N/A	0.000
longer distances	NO_MATCH	N/A	N/A	0.000
longer to digest	NO_MATCH	N/A	N/A	0.000
loss of life	Q123258918	Loss of Life	2024 studio album by MGMT	1.000
love of gardening	NO_MATCH	N/A	N/A	0.000
low condition number	NO_MATCH	N/A	N/A	0.000
low maintenance requirements	NO_MATCH	N/A	N/A	0.000
low pressure at its center	NO_MATCH	N/A	N/A	0.000
low temperatures	Q58955465	Low Temperatures	scientific article published in Nature	1.000
low-cost access to space	NO_MATCH	N/A	N/A	0.000
loyal	Q95250667	Loyal	male given name	1.000
lyrical beauty	NO_MATCH	N/A	N/A	0.000
magic	Q81741	magic	rituals or actions employed to manipulate natural or supernatural beings and forces	1.000
main island of Saint Vincent	NO_MATCH	N/A	N/A	0.000
major cities and towns	NO_MATCH	N/A	N/A	0.000
majority	Q91013007	mainly	value for qualifier P5102 indicating that the statement is valid in a majority (but not all) cases	1.000
majority of the population	NO_MATCH	N/A	N/A	0.000
making lime and cement	NO_MATCH	N/A	N/A	0.000
male	Q6581097	male	to be used in "sex or gender" (P21) to indicate that the human subject is a male or "semantic gender" (P10339) to indicate that a word refers to a male person	1.000
mammals	Q110551885	mammal	vertebrate animals in which the young are nourished with milk from special mammary glands of the mother	1.000
mammoth	Q3699044	woolly mammoth	extinct species of mammoth (Mammuthus)	1.000
mammoths	Q28973631	Mammoths	character group from Disney's Brother Bear	1.000
management	Q2920921	management	administration of an organization, including activities to set the strategy of an organization and coordinate employees to accomplish its objectives	1.000
many European powers	NO_MATCH	N/A	N/A	0.000
many areas	Q52214913	Many areas in the human brain respond to visual motion.	scientific article published in September 1994	0.372
many calendars	NO_MATCH	N/A	N/A	0.000
many countries	Q75342836	Many countries not on target to reach millennium goals	scientific article published on 01 January 2004	0.451
many cultures and religions around the world	NO_MATCH	N/A	N/A	0.000
many cultures around the world	NO_MATCH	N/A	N/A	0.000
many miracles	NO_MATCH	N/A	N/A	0.000
many modern functional programming languages	NO_MATCH	N/A	N/A	0.000
many modern languages	NO_MATCH	N/A	N/A	0.000
many notable people throughout history	NO_MATCH	N/A	N/A	0.000
many other bands in the space rock and heavy metal genres	NO_MATCH	N/A	N/A	0.000
many stories and legends	NO_MATCH	N/A	N/A	0.000
many transcription factors	Q38632705	Many transcription factors contribute to C. elegans growth and fat storage	scientific article published on 08 August 2017	0.603
many variations	Q37367668	Many variations on a few themes: a broader look at development of iridescent scales (and feathers).	scientific article published on 13 January 2009	0.302
marked by conflict with the Ashikaga shogunate	NO_MATCH	N/A	N/A	0.000
marked by political turmoil	NO_MATCH	N/A	N/A	0.000
mathematical analysis	Q7754	mathematical analysis	branch of mathematics	1.000
mathematical and logical concepts	NO_MATCH	N/A	N/A	0.000
mathematics	Q395	mathematics	field of study	1.000
matres lectionis	Q761278	mater lectionis	representation of vowels as independent letters where they would otherwise be indicated by optional diacritics in a given orthography	1.000
matres lectionis in Arabic	NO_MATCH	N/A	N/A	0.000
matres lectionis in Hebrew	NO_MATCH	N/A	N/A	0.000
measuring the distance between the nuclei of two bonded atoms and dividing by two	NO_MATCH	N/A	N/A	0.000
meat	Q10990	meat	culinary name for animal flesh eaten as food	1.000
median age of 28 years old	NO_MATCH	N/A	N/A	0.000
medical images	Q34098529	Medical images. Bone tenderness	scientific article	0.735
medical purposes	NO_MATCH	N/A	N/A	0.000
medication	Q12140	medication	substance used to diagnose, cure, treat, or prevent disease	1.000
medicinal purposes	Q6806672	Medicinal Purposes	audio drama	1.000
medicinal purposes in traditional Chinese medicine	NO_MATCH	N/A	N/A	0.000
member of, the House of Hohenzollern	NO_MATCH	N/A	N/A	0.000
memorable quotes	Q66498532	Memorable Quotes	1942nd strip of the webcomic xkcd	1.000
metal	Q11426	metal	element, compound, or alloy that is a good conductor of both electricity and heat	1.000
meteorologists	Q2310145	meteorologist	scientist specialising in meteorology	1.000
methods, behaviors, research, or innovations applicable to the working of the Internet and Internet-connected systems	NO_MATCH	N/A	N/A	0.000
microbial communities	Q131575393	microbial community	complex network of interacting microbes	1.000
mildly toxic	NO_MATCH	N/A	N/A	0.000
military and sporting events	NO_MATCH	N/A	N/A	0.000
military campaigns	Q6852241	military campaigns of Julius Caesar	overview about the military campaigns of Julius Caesar	0.829
military campaigns against neighboring states	NO_MATCH	N/A	N/A	0.000
military forces of the Islamic Republic of Afghanistan	NO_MATCH	N/A	N/A	0.000
military operations	Q149377	military operation plan	list of actions an armed force intends to carry out to achieve combat goals	1.000
millstone to float across the sea to Cornwall	NO_MATCH	N/A	N/A	0.000
mischievous behavior	NO_MATCH	N/A	N/A	0.000
mixed reviews	Q108432337	Mixed Reviews	article published in Word Ways magazine	1.000
mixture of gases	NO_MATCH	N/A	N/A	0.000
mobile devices	Q123859813	Mobile Devices	scientific article published in July 2019	1.000
model	Q4610556	model	person employed to display, advertise and promote products, or to serve as a visual aid	1.000
modeling agencies	NO_MATCH	N/A	N/A	0.000
modern web browsers such as Netscape Navigator and Internet Explorer	NO_MATCH	N/A	N/A	0.000
modern-day Israel	NO_MATCH	N/A	N/A	0.000
modern-day city of Beit She'an	NO_MATCH	N/A	N/A	0.000
modern-day horseshoe crabs	NO_MATCH	N/A	N/A	0.000
modernity, existentialism, and the decline of Western civilization	NO_MATCH	N/A	N/A	0.000
monastery	Q44613	monastery	complex of buildings comprising the domestic quarters and workplace(s) of monks or nuns	1.000
monogamous pairs	NO_MATCH	N/A	N/A	0.000
moons	Q21500491	Moons	family name	1.000
moral lessons	Q69737438	Moral lessons	series of ukiyo-e by Utagawa Kuniyoshi	1.000
morality play	Q929047	morality play	genre of Medieval and early Tudor theatrical entertainment	1.000
morality plays	Q56018666	Morality Plays and Elizabethan Drama		0.560
more environmentally friendly modes of transportation	NO_MATCH	N/A	N/A	0.000
more secure	Q122948080	More secure device pairing	US patent 11212847	0.636
more than half of the world's free water	NO_MATCH	N/A	N/A	0.000
morphine	Q81225	morphine	chemical compound	1.000
mosaics	Q6915345	Mosaics	album by Mark Heard	1.000
most countries	Q95618365	Most countries will fail to meet targets on non-communicable diseases, says WHO	scientific article published on January 19, 2015	0.378
most developed	NO_MATCH	N/A	N/A	0.000
most of the violence	NO_MATCH	N/A	N/A	0.000
most promising fusion reaction	NO_MATCH	N/A	N/A	0.000
most users	NO_MATCH	N/A	N/A	0.000
most widely spoken	NO_MATCH	N/A	N/A	0.000
motives of environmental organizations	NO_MATCH	N/A	N/A	0.000
movies	Q1179487	Movies	album by Holger Czukay	1.000
multiplayer	Q136290574	Multiplayer	futsal and basketball field designed by Stefano Arienti in Turin, Italy	1.000
multiple Daytime Emmy Awards	NO_MATCH	N/A	N/A	0.000
multiple Grammy Awards	NO_MATCH	N/A	N/A	0.000
multiple fonts and styles	NO_MATCH	N/A	N/A	0.000
multiple signals to be combined into a single stream	NO_MATCH	N/A	N/A	0.000
muscle mass or body composition	NO_MATCH	N/A	N/A	0.000
music lovers	Q1731265	The Music Lovers	1970 film by Ken Russell	1.000
music, dancing, procession through the streets	NO_MATCH	N/A	N/A	0.000
musicians	Q23929011	Musicians	painting by Attributed to Mathieu Le Nain	1.000
mysterious circumstances	Q110574076	Mysterious Circumstances	podcast	1.000
mythology	Q9134	mythology	collection of sacred stories or a set of beliefs belonging to a specific religious or cultural tradition. It is a system of narratives that typically explain the origin of the world, natural phenomena, human customs	1.000
name Ahasuerus	NO_MATCH	N/A	N/A	0.000
national or cultural identity	NO_MATCH	N/A	N/A	0.000
natural hazard assessment	Q126396076	Natural hazard assessment and mapping using remote sensing and QGIS tools for Mumbai city, India	scholarly article	0.499
navigator	Q29939059	Navigator	genus of insects	1.000
nearly two decades	Q92505014	Nearly Two Decades Later, Exciting Progress in HIV, But Challenges Remain	scientific article published on 01 September 2019	0.458
need for hard-copy films	NO_MATCH	N/A	N/A	0.000
neighboring countries	Q11416946	Neighboring Countries Economic Development Cooperation Agency		0.512
nematocysts	Q56172965	NEMATOCYSTS OF MICROSTOMA	scientific article published in 1924	0.649
nervous system	Q9404	nervous system	part of an animal that coordinates actions and senses	1.000
nests	Q4785	nest	structure built by animals to hold their young	1.000
network connectivity	Q123759594	network connectivity	concept in network studies	1.000
network of paved and unpaved roads	NO_MATCH	N/A	N/A	0.000
new weapons	Q123306693	New Weapons Against Crime	1967 film by Norton Bloom	0.661
newer desktop environments such as GNOME and KDE	NO_MATCH	N/A	N/A	0.000
nimber	Q2392819	nimber	number used in combinatorial game theory	1.000
nimbers of its subgames	NO_MATCH	N/A	N/A	0.000
nitrogen and hydrogen	Q40386048	Nitrogen and hydrogen adsorption by an organic microporous crystal	scientific article published on January 2009	0.557
no significant biological role	NO_MATCH	N/A	N/A	0.000
non-adaptive traits	NO_MATCH	N/A	N/A	0.000
north coast of Cornwall, England	NO_MATCH	N/A	N/A	0.000
northeastern coast of North America	NO_MATCH	N/A	N/A	0.000
not recommended due to, high toxicity	NO_MATCH	N/A	N/A	0.000
novels "The Sleepwalkers" and "The Death of Virgil"	NO_MATCH	N/A	N/A	0.000
